"Cidade","UF","Pais","Email","Tel","DTNASC","CPF","GUID","Latitude","Longitude","TIPOSANGUINEO","ID","Nome","Sexo"
"Porto Velho","RO","BR","AnnaOliveiraPinto@superrito.com","(69) 7625-2427","2/17/1997","888.610.201-19","811c799c-e672-49c0-aeb5-26614678f06e","-9.206769","-64.270653","O+","1593","Anna O Pinto","1"
"Sorocaba","SP","BR","BeatriceOliveiraFerreira@dayrep.com","(15) 3273-9776","11/27/1998","299.151.644-59","78d29427-e1b3-4c77-81d0-cd920d3bcb6b","-23.395639","-47.514619","O+","1594","Beatrice O Ferreira","1"
"Natal","RN","BR","SophiaAraujoAlmeida@gustr.com","(84) 6049-2651","12/27/1999","901.953.072-08","ae0e4fcf-4b0c-429e-ad1a-f2a797003de2","-5.713293","-35.189188","O-","1595","Sophia A Almeida","1"
"Blumenau","SC","BR","FabioAlvesAzevedo@dayrep.com","(47) 2327-3432","5/8/1996","978.748.582-71","4f999e36-8219-4024-a235-6ef69a167dc1","-26.929083","-49.168396","A-","1596","Fábio A Azevedo","2"
"Curitiba","PR","BR","NicolashMartinsSantos@einrot.com","(41) 8806-5163","10/9/1977","263.467.463-59","450bd66d-961b-457d-a0a3-3cdde489f139","-25.490259","-49.30403","B+","1597","Nicolash M Santos","2"
"Porto Velho","RO","BR","JuliaCardosoGoncalves@rhyta.com","(69) 3242-9746","12/21/1989","374.444.619-02","c1b17ba8-f7be-45d1-b02e-53849d02988c","-9.135498","-64.290348","B+","1598","Júlia C Goncalves","1"
"Santana de Parnaíba","SP","BR","JulianFernandesPereira@rhyta.com","(11) 2017-3521","1/13/1986","478.277.733-70","359e5e23-94d5-4893-96d9-1512f4a63a81","-23.441314","-46.948828","O+","1599","Julian F Pereira","2"
"São Paulo","SP","BR","IsabelaBarrosAraujo@armyspy.com","(11) 9842-6058","11/10/1964","278.599.711-51","6f9a8bc6-aa3b-48e6-9dde-3b696b0b9454","-23.609909","-46.632024","O-","1600","Isabela B Araujo","1"
"Rio Grande","RS","BR","GiovannaFernandesCardoso@einrot.com","(53) 3269-4553","8/18/1956","203.833.662-83","456a9570-df40-4340-a129-6d38cca20ad7","-32.019225","-52.40731","B+","1601","Giovanna F Cardoso","1"
"Barueri","SP","BR","BrunoSantosCardoso@rhyta.com","(11) 3604-9068","11/21/1968","337.920.337-80","2d55fac4-a54d-49b7-88c8-dbb47c9baedd","-23.501664","-46.871244","A+","1602","Bruno S Cardoso","2"
"Porto Velho","RO","BR","LuizSousaOliveira@einrot.com","(69) 3954-8015","11/13/1961","127.098.683-00","8c225cf7-417a-4af1-b659-88606690dcc9","-9.25595","-64.2343","O+","1603","Luiz S Oliveira","2"
"São Paulo","SP","BR","KaiCastroPinto@superrito.com","(11) 7973-9520","8/21/1950","227.431.757-70","7a3b19f1-c48d-4ecf-94eb-6a32eb851bab","-23.651054","-46.699713","A+","1604","Kai C Pinto","2"
"Queimados","RJ","BR","MarinaSouzaCosta@superrito.com","(21) 3610-3795","9/30/1949","324.237.947-03","87b0b442-ab11-46df-99c1-7300e1bea103","-22.749395","-43.528727","B+","1605","Marina S Costa","1"
"Jundiaí","SP","BR","FelipeCarvalhoCosta@einrot.com","(11) 9698-6507","12/30/1983","504.145.176-10","20d9ab21-11c7-46fc-a550-5abf81c6e09e","-23.138754","-46.986356","B+","1606","Felipe C Costa","2"
"São Luís","MA","BR","JoaoSilvaAraujo@armyspy.com","(98) 8457-4578","6/7/1968","975.834.565-68","51603b6d-9a5a-4602-8ed3-d0183690df42","-2.640108","-44.207727","B+","1607","João S Araujo","2"
"Poços de Caldas","MG","BR","MuriloGoncalvesAzevedo@dayrep.com","(35) 9395-3320","8/20/1988","312.502.997-05","de789e5d-8611-4b9a-993a-ebe02a25ae57","-21.794151","-46.46294","O+","1608","Murilo G Azevedo","2"
"Criciúma","SC","BR","TiagoRodriguesBarbosa@teleworm.us","(48) 8179-5912","3/11/1977","157.565.364-85","0d300a23-64a0-47c4-a371-cd76fb1f50a3","-28.69727","-49.386835","AB+","1609","Tiago R Barbosa","2"
"Belford Roxo","RJ","BR","JoaoMartinsCarvalho@dayrep.com","(21) 6784-4281","4/11/1935","644.629.306-22","28085171-db4d-46d9-9184-327717c051ab","-22.686068","-43.343116","O+","1610","Joao M Carvalho","2"
"Serra","ES","BR","MiguelRochaAzevedo@gustr.com","(27) 2211-2885","6/19/1953","792.123.893-92","ab812513-cc53-4e33-9c69-a512c96b68af","-20.131401","-40.300975","O+","1611","Miguel R Azevedo","2"
"Passos","MG","BR","RenanRodriguesBarros@jourrapide.com","(35) 4450-4208","12/15/1996","647.767.994-99","1db0b6a2-6a14-4054-8fe9-e880ed6ea0b8","-20.858528","-46.713828","A+","1612","Renan R Barros","2"
"São Paulo","SP","BR","BeatriceGoncalvesSousa@jourrapide.com","(11) 5304-2920","3/31/1970","550.222.984-06","352f8ed1-d89b-474c-b0dc-7afbaba39f9d","-23.535421","-46.661601","B+","1613","Beatrice G Sousa","1"
"Belo Horizonte","MG","BR","GiovanaCostaRodrigues@dayrep.com","(31) 8903-8551","1/13/1948","542.129.620-20","6787ae01-e4e8-45b1-b80c-ae084380d14d","-19.913858","-43.883938","O+","1614","Giovana C Rodrigues","1"
"Joinville","SC","BR","KauanAlmeidaCastro@rhyta.com","(47) 6196-5158","2/27/1985","117.689.965-12","fc7c161e-4ce1-4641-8f34-e16bf33c473b","-26.267518","-49.031206","O+","1615","Kauan A Castro","2"
"Contagem","MG","BR","RebecaCastroMelo@rhyta.com","(31) 9753-9857","4/17/1993","576.042.976-09","2dd60eef-de47-4b30-8551-38974181cc7b","-19.92903","-44.036167","O+","1616","Rebeca C Melo","1"
"Londrina","PR","BR","MarcosOliveiraCarvalho@jourrapide.com","(43) 5173-9702","6/16/1938","896.590.595-82","234b8d5c-08f6-4058-8aaa-1e8d9b3125e7","-23.627935","-51.139492","B+","1617","Marcos O Carvalho","2"
"São Paulo","SP","BR","LauraAlvesOliveira@armyspy.com","(11) 3529-5574","4/16/1987","167.051.033-61","cdbbc2b6-1fad-4244-837e-76755fe2d191","-23.69936","-46.656447","B-","1618","Laura A Oliveira","1"
"Itapira","SP","BR","NicolasAzevedoCosta@teleworm.us","(19) 8374-4030","7/19/1999","582.698.975-07","870e9d91-453d-4ada-8789-6a7ff1f1025c","-22.35518","-46.730408","B+","1619","Nicolas A Costa","2"
"São Paulo","SP","BR","KauaSousaSantos@teleworm.us","(11) 9843-2292","3/25/1937","960.900.426-17","6a674c96-a2f8-416b-b9ea-50582f176035","-23.657776","-46.650347","O-","1620","Kauã S Santos","2"
"Guará","DF","BR","MateusSouzaFernandes@armyspy.com","(61) 3922-6018","6/8/1996","587.982.397-08","b8ac8c1c-8aff-40e6-b4b6-88feb75091d3","-20.435477","-47.813613","A+","1621","Mateus S Fernandes","2"
"Piraquara","PR","BR","MiguelSousaMartins@armyspy.com","(41) 5473-7240","6/10/1948","323.994.542-86","4ecefe90-306a-4752-9835-0f98573f0bfa","-25.409729","-49.161337","B+","1622","Miguel S Martins","2"
"Pato Branco","PR","BR","CarlaBarrosFerreira@dayrep.com","(46) 5484-5141","3/11/1985","325.112.339-40","1f0a2be8-5e05-4581-9312-d9bf5af4fae4","-26.122914","-52.619784","O+","1623","Carla B Ferreira","1"
"Belo Horizonte","MG","BR","VitorGomesCarvalho@einrot.com","(31) 5411-2734","4/22/1947","910.850.303-69","dbc4ba72-5efe-4a0c-b145-c5458ebd7072","-19.853001","-43.85823","A-","1624","Vitor G Carvalho","2"
"Ariquemes","RO","BR","AnnaSouzaRodrigues@teleworm.us","(69) 7339-6004","9/10/1944","519.103.744-82","b093c946-38a1-4711-a6ce-0896e7620b5a","-9.840547","-62.947119","A+","1625","Anna S Rodrigues","1"
"São José do Rio Preto","SP","BR","FernandaDiasSantos@einrot.com","(17) 9317-9246","1/16/1977","869.445.422-00","2c8ddee1-8893-46ad-b6ec-55e98ed2fc50","-20.858212","-49.372492","A+","1626","Fernanda D Santos","1"
"Goiânia","GO","BR","DaniloCarvalhoRodrigues@rhyta.com","(62) 6803-4152","4/23/1978","766.326.831-85","ebca0267-91a1-4871-90f8-2bf8a57eb869","-16.556833","-49.209131","B+","1627","Danilo C Rodrigues","2"
"São Paulo","SP","BR","AlexMartinsDias@fleckens.hu","(11) 7589-2637","9/13/1943","454.565.053-80","865e92c0-48f3-4e83-bfe3-0b87dc04d11a","-23.679298","-46.560597","A+","1628","Alex M Dias","2"
"Brasília","DF","BR","VitorCardosoCunha@fleckens.hu","(61) 6850-6484","8/16/1940","230.566.757-40","5f7cfb1f-64d6-4707-a290-7864eb019ad6","-15.855878","-47.647563","B+","1629","Vitór C Cunha","2"
"Lages","SC","BR","DaviOliveiraDias@superrito.com","(49) 3777-6515","7/21/1939","751.240.354-20","07bbe280-451c-491d-a55e-5881e6295159","-27.846304","-50.389719","A+","1630","Davi O Dias","2"
"Franca","SP","BR","ViniciusAlvesPinto@jourrapide.com","(16) 7424-4846","10/7/1989","425.915.062-64","ca3baa30-b547-4e85-8c93-79d0236f3fdc","-20.611709","-47.270216","B+","1631","Vinícius A Pinto","2"
"Guarulhos","SP","BR","VitorRochaSilva@dayrep.com","(11) 5264-8555","12/1/1966","110.137.904-99","8809ed3f-98e4-4714-8ecf-5e4614da4498","-23.354115","-46.360363","AB+","1632","Vitor R Silva","2"
"Santa Rita","PB","BR","CamilaCavalcantiGoncalves@superrito.com","(83) 2211-2068","2/26/1936","635.075.031-40","3a85fc53-5537-4f8e-ab8e-2275b19458f6","-7.197888","-34.907427","O+","1633","Camila C Goncalves","1"
"Natal","RN","BR","BrunaCastroRodrigues@superrito.com","(84) 8855-7162","2/19/1975","172.718.405-08","d7a2c3f7-6e2d-4a2a-b46e-7beb61090758","-5.764487","-35.161949","O+","1634","Bruna C Rodrigues","1"
"Presidente Prudente","SP","BR","RaissaRochaRodrigues@einrot.com","(18) 9298-5611","8/9/1947","282.864.643-20","9d5845c5-bf8f-42ae-aa86-e6e012716d49","-21.90827","-51.322684","O+","1635","Raissa R Rodrigues","1"
"Feira de Santana","BA","BR","EstevanGoncalvesSouza@cuvox.de","(75) 6355-5746","5/7/1937","864.573.438-99","95f90837-b579-4c14-a298-9756984a7ff4","-12.213736","-39.094526","B+","1636","Estevan G Souza","2"
"São Paulo","SP","BR","JulioSousaFernandes@einrot.com","(11) 9027-4405","6/25/1971","713.706.649-66","956758bf-4bad-421b-b4ce-87535cc43c07","-23.623665","-46.73368","B+","1637","Júlio S Fernandes","2"
"Goiânia","GO","BR","GabrielSousaFernandes@cuvox.de","(62) 7400-6062","11/16/1991","895.343.058-55","23faec27-0df8-40a1-bc81-f7589a11d05b","-16.60435","-49.310541","B+","1638","Gabriel S Fernandes","2"
"Campina Grande","PB","BR","JuliaSouzaCosta@einrot.com","(83) 8852-8282","4/18/1964","900.959.660-56","866deb09-1368-4497-8c4c-7ecfad0f14d8","-7.322578","-35.890661","B+","1639","Julia S Costa","1"
"Goiânia","GO","BR","BeatrizFerreiraSantos@cuvox.de","(62) 8013-8876","12/17/1956","434.382.017-39","0e198f92-ca38-45aa-847a-61eb07133e79","-16.565108","-49.229114","O+","1640","Beatriz F Santos","1"
"Porto Alegre","RS","BR","LiviaAlmeidaLima@rhyta.com","(51) 4192-6100","3/30/1947","586.725.731-29","81ad720e-fe8d-44a5-82c3-0bafed5539a9","-30.024893","-51.064276","O+","1641","Livia A Lima","1"
"São Paulo","SP","BR","IsabellaAraujoAlves@rhyta.com","(11) 9440-7347","2/25/1994","502.109.363-04","b017221a-b066-4a87-a2bd-7154a98747a2","-23.561214","-46.658969","B+","1642","Isabella A Alves","1"
"São Bernardo do Campo","SP","BR","RenanMartinsAlves@jourrapide.com","(11) 7915-8457","1/3/1991","879.569.160-03","800ecf09-8ac8-4a7b-b919-a11ba732dd26","-23.736712","-46.605347","B+","1643","Renan M Alves","2"
"Curitiba","PR","BR","CarlaCavalcantiCorreia@cuvox.de","(41) 8915-2525","8/11/1998","994.995.350-20","7f754ce0-91fa-44ff-bf12-bfba64b5b948","-25.599836","-49.302307","O+","1644","Carla C Correia","1"
"Belo Horizonte","MG","BR","ManuelaFerreiraSouza@einrot.com","(31) 7879-5570","5/11/1963","672.175.028-70","4008da45-04f8-471b-ad6f-727f25ffd60f","-19.877873","-43.894233","A+","1645","Manuela F Souza","1"
"Fortaleza","CE","BR","IgorAlmeidaCardoso@rhyta.com","(85) 7441-3216","11/8/1961","775.832.340-50","79f4c157-1aca-4390-a311-7e2b208df0af","-3.650388","-38.457527","O+","1646","Igor A Cardoso","2"
"Presidente Prudente","SP","BR","MartimFerreiraLima@jourrapide.com","(18) 6738-2086","11/27/1941","603.423.455-75","c167382e-b57d-445d-8097-36d8d44717bd","-21.94579","-51.328315","O+","1647","Martim F Lima","2"
"Belo Horizonte","MG","BR","LuisCostaRibeiro@einrot.com","(31) 8741-7465","10/15/1955","907.973.000-90","e7fa9135-b994-44b7-b4c9-f7abdf81e62d","-19.854124","-43.906083","B+","1648","Luis C Ribeiro","2"
"Vila Velha","ES","BR","VitoriaCostaCorreia@rhyta.com","(27) 5719-6200","4/24/1999","565.885.709-02","eb9a9a37-a80a-4f21-b070-56955bef09d8","-20.329392","-40.231251","O+","1649","Vitoria C Correia","1"
"Petrolina","PE","BR","ClaraCastroRodrigues@rhyta.com","(87) 7760-3591","9/25/1955","826.655.411-06","d948267b-6b71-4271-a0d0-38468f684a91","-9.034462","-40.53719","A+","1650","Clara C Rodrigues","1"
"São Paulo","SP","BR","GiovannaBarrosCarvalho@teleworm.us","(11) 3290-6959","8/10/1956","918.017.786-71","684eee5b-38ab-4942-9c27-00da00bf478b","-23.715596","-46.637224","B+","1651","Giovanna B Carvalho","1"
"Cariacica","ES","BR","EvelynCastroCorreia@einrot.com","(27) 2667-8987","3/26/1966","796.800.075-02","49672e9d-1f34-4072-8ff8-8a9e6cf45dec","-20.374668","-40.533418","O+","1652","Evelyn C Correia","1"
"Uberaba","MG","BR","MatildeMartinsAzevedo@fleckens.hu","(34) 9285-9756","4/29/1949","282.869.546-88","71f65f1d-b8b2-4598-9116-079a04cf9c9a","-19.596572","-48.037775","A+","1653","Matilde M Azevedo","1"
"Sumaré","SP","BR","DaviDiasAzevedo@superrito.com","(19) 7340-2785","10/21/1951","385.399.606-05","269c790f-9946-4357-bb59-e5bb99bac672","-22.781022","-47.210028","O-","1654","Davi D Azevedo","2"
"São Paulo","SP","BR","ThiagoGoncalvesPereira@superrito.com","(11) 3973-7561","10/9/1979","243.755.321-57","aab8a21e-67ec-4bca-84e6-ec5c07bd24d9","-23.549686","-46.699319","A+","1655","Thiago G Pereira","2"
"Paulo Afonso","BA","BR","LuizMeloPinto@superrito.com","(75) 2643-9458","11/30/1980","852.189.510-05","53377d10-0b5d-4463-842e-d638beb919da","-9.479984","-38.23903","A-","1656","Luiz M Pinto","2"
"Cotia","SP","BR","JulianCunhaLima@teleworm.us","(11) 4979-4076","7/15/1935","793.567.594-56","e8f413a5-847d-4d57-b4e5-1ba1905e58f4","-23.577068","-46.933123","A+","1657","Julian C Lima","2"
"Mauá","SP","BR","BeatrizRibeiroRodrigues@fleckens.hu","(11) 4702-2924","4/9/1983","159.286.925-44","a731d606-e3d4-477e-9185-ad68649bb6ce","-23.758928","-46.511892","O+","1658","Beatriz R Rodrigues","1"
"Criciúma","SC","BR","EduardoPereiraRodrigues@gustr.com","(48) 2302-6431","2/8/1965","678.274.202-06","ac19213f-062c-4bdf-a575-6cff748a196f","-28.802866","-49.342344","A+","1659","Eduardo P Rodrigues","2"
"Umuarama","PR","BR","DouglasDiasAlmeida@armyspy.com","(44) 4959-4881","5/14/1963","142.713.600-90","011e43ba-87dd-4e0c-95e2-5f61fc13d1cb","-23.766088","-53.341476","A+","1660","Douglas D Almeida","2"
"Blumenau","SC","BR","ManuelaOliveiraSilva@dayrep.com","(47) 9690-5163","4/25/1963","252.803.719-80","eccf6290-e33a-46f1-a739-9b534b8caf4b","-26.840051","-49.09232","O+","1661","Manuela O Silva","1"
"Natal","RN","BR","IsabelleCavalcantiBarbosa@einrot.com","(84) 2995-9627","2/11/1955","291.098.988-75","d76e0f8f-4282-4a42-b7d8-e592288ddbe2","-5.782874","-35.245157","A+","1662","Isabelle C Barbosa","1"
"Salvador","BA","BR","LeonorBarrosMelo@gustr.com","(71) 3423-8248","12/16/1949","810.299.286-73","40bece22-60e4-494c-b8ca-ba953ac72a7f","-12.909841","-38.470414","A+","1663","Leonor B Melo","1"
"São Paulo","SP","BR","GuilhermeSousaGoncalves@fleckens.hu","(11) 6272-4568","9/8/1995","910.033.296-83","2998ee44-131f-4535-8852-ea669299f9bb","-23.559949","-46.551083","B+","1664","Guilherme S Goncalves","2"
"Tatuí","SP","BR","OtavioCastroMartins@einrot.com","(15) 8673-3591","11/12/1950","608.992.853-41","30c7249a-5ac3-4cac-baf1-285b0e75b139","-23.374913","-47.846453","O+","1665","Otávio C Martins","2"
"Goiânia","GO","BR","CarlaRibeiroRodrigues@rhyta.com","(62) 3825-9288","6/27/1962","126.934.236-35","459078ad-b41c-4188-89a8-effb973af77f","-16.649386","-49.210303","O-","1666","Carla R Rodrigues","1"
"Cuiabá","MT","BR","KauaBarbosaDias@fleckens.hu","(65) 6257-5393","8/18/1996","584.576.746-68","782d681c-8bad-45a4-aee5-e8901537bc06","-15.462897","-55.919905","B+","1667","Kaua B Dias","2"
"Franco da Rocha","SP","BR","KauaDiasMartins@rhyta.com","(11) 2073-3741","2/28/1949","962.375.859-66","3057376a-256a-474c-8985-e6b6751c9af5","-23.37067","-46.726545","B+","1668","Kaua D Martins","2"
"Campinas","SP","BR","KauanCardosoAraujo@fleckens.hu","(19) 9855-8006","2/25/1993","186.691.485-52","65114212-af36-4e92-85ec-895efa73933f","-22.926939","-47.138766","B+","1669","Kauan C Araujo","2"
"Joinville","SC","BR","JulietaCardosoAlmeida@gustr.com","(47) 3657-8306","8/22/1935","533.323.927-43","08bde5c0-fe09-4993-b299-de15a6645ac5","-26.31661","-49.095586","O+","1670","Julieta C Almeida","1"
"Queimados","RJ","BR","MarisaSantosCorreia@einrot.com","(21) 7099-8495","1/19/1972","773.130.777-85","6d592679-21c2-4cf2-90eb-061ff3185e2c","-22.796204","-43.519826","A+","1671","Marisa S Correia","1"
"Taboão da Serra","SP","BR","AnnaDiasSouza@rhyta.com","(11) 3885-6262","6/16/1975","136.855.991-35","d1d3be5f-d17d-484c-8b12-b6c7f876c61b","-23.630177","-46.711044","O+","1672","Anna D Souza","1"
"Pinhais","PR","BR","GiovannaGoncalvesAraujo@dayrep.com","(41) 2899-4733","2/8/2001","263.325.552-38","5660613e-aa2b-46e9-93eb-2474b74d22ce","-25.33927","-49.187917","A+","1673","Giovanna G Araujo","1"
"Barueri","SP","BR","ArthurBarrosCastro@cuvox.de","(11) 8268-2363","3/5/1949","887.959.564-41","3886f6da-7531-4909-99be-5117db89a1e3","-23.41887","-46.857029","O+","1674","Arthur B Castro","2"
"São Paulo","SP","BR","AntonioBarrosFernandes@superrito.com","(11) 7989-8768","11/17/1954","112.998.797-30","558dd0c7-6c79-4205-b8db-abbc09f75d05","-23.673014","-46.683808","A-","1675","Antônio B Fernandes","2"
"Bauru","SP","BR","MelissaCostaMartins@einrot.com","(14) 4599-5232","12/29/1973","199.990.386-20","8cee4d87-3076-4085-a143-a5528a4979bb","-22.290254","-49.105534","B+","1676","Melissa C Martins","1"
"Itapevi","SP","BR","BrendaCorreiaSouza@rhyta.com","(11) 2603-9025","10/4/1943","604.190.229-29","3c63efdd-8d06-4c1d-860f-3bee8c33b13d","-23.60396","-47.018952","A+","1677","Brenda C Souza","1"
"Rio de Janeiro","RJ","BR","LuizaBarrosSousa@einrot.com","(21) 5373-5077","12/12/1940","199.443.970-08","91227c5a-37d2-4b26-aef1-7474a616532d","-22.893885","-43.281871","B+","1678","Luiza B Sousa","1"
"Samambaia","DF","BR","CarlosSouzaRodrigues@jourrapide.com","(61) 2169-3127","7/29/1944","279.850.027-31","0decd164-3896-400c-847b-43d458154425","-23.195093","-47.531145","A+","1679","Carlos S Rodrigues","2"
"Indaiatuba","SP","BR","JulietaCavalcantiCardoso@armyspy.com","(19) 9768-7771","12/4/1939","811.266.521-48","3820d841-002b-45f2-89f6-c32260edd18c","-23.180497","-47.196875","A+","1680","Julieta C Cardoso","1"
"Resende","RJ","BR","AnnaCastroBarbosa@teleworm.us","(24) 7673-2808","1/23/1947","522.839.438-92","ab1388a3-59c6-4c11-896f-052edcf55e5d","-22.530223","-44.489077","A+","1681","Anna C Barbosa","1"
"Campinas","SP","BR","KauaFerreiraCavalcanti@dayrep.com","(19) 4283-6264","6/7/1972","272.197.787-32","c1968306-9069-4a06-aa7d-cb80581ddc4e","-22.982373","-46.983539","B+","1682","Kauã F Cavalcanti","2"
"Aparecida de Goiânia","GO","BR","BeatriceGoncalvesCastro@gustr.com","(62) 9827-6395","5/31/1981","211.788.582-94","b01ceca9-c868-4c7c-9804-fe6ef9664922","-16.768985","-49.345945","A+","1683","Beatrice G Castro","1"
"Manaus","AM","BR","OtavioCarvalhoFerreira@einrot.com","(92) 4788-4386","2/20/1940","950.885.150-30","71175645-963c-4ae7-aeff-72e088a769b6","-2.626435","-60.060717","O+","1684","Otávio C Ferreira","2"
"Carapicuíba","SP","BR","GabrielaMeloDias@rhyta.com","(11) 4058-9580","4/6/1939","401.511.221-05","2c32f0f9-3b95-4eea-9d88-236fa012d15c","-23.458597","-46.927191","A+","1685","Gabriela M Dias","1"
"Manaus","AM","BR","EmilyGomesAlmeida@jourrapide.com","(92) 8728-5561","10/2/1992","612.269.985-34","aa11f518-63cc-4a09-a5ae-02e28729f1c4","-2.613241","-60.174528","O+","1686","Emily G Almeida","1"
"São Paulo","SP","BR","VitoriaCardosoDias@superrito.com","(11) 3025-8585","2/12/1952","912.866.379-96","c8b2f40f-7d1d-464a-8d23-b9ed2e400c80","-23.666462","-46.7252","A-","1687","Vitória C Dias","1"
"Sobradinho","DF","BR","MarcosAzevedoMelo@cuvox.de","(61) 5430-2623","10/27/2000","149.533.016-84","cd39b22c-21b2-4fdd-a59a-2836422632fc","-29.362237","-53.083917","O+","1688","Marcos A Melo","2"
"Rio de Janeiro","RJ","BR","DaniloCorreiaSantos@rhyta.com","(21) 9541-8772","3/14/1943","978.931.934-76","6644e591-a7c5-4833-bc1e-d3a3cd5921a8","-22.828836","-43.274648","AB+","1689","Danilo C Santos","2"
"São Luís","MA","BR","LeilaRochaLima@superrito.com","(98) 9665-4387","11/14/1943","221.726.803-11","6bdefee8-3806-487b-9747-135a78ae87d2","-2.570596","-44.334621","O+","1690","Leila R Lima","1"
"Novo Gama","GO","BR","SofiaCostaMelo@armyspy.com","(61) 8343-3565","10/26/1971","210.931.911-98","deee9a83-2807-496b-9bd3-b2d2284de0c5","-16.219238","-48.124596","O+","1691","Sofia C Melo","1"
"Bauru","SP","BR","AlexAlvesDias@gustr.com","(14) 4094-5428","4/30/1948","870.756.777-48","e0f7644a-2f09-4912-ae04-58cdacd1f8ea","-22.181511","-49.039584","A+","1692","Alex A Dias","2"
"Umuarama","PR","BR","BeatriceRochaCunha@gustr.com","(44) 6172-5334","12/15/1936","752.961.243-32","73656191-c9f2-4729-855a-5b1f3a3445dd","-23.760758","-53.301115","O+","1693","Beatrice R Cunha","1"
"Campo Limpo Paulista","SP","BR","JoaoCastroSantos@jourrapide.com","(11) 7033-9968","1/9/1973","430.646.836-40","c62bab0e-bfe0-4499-a56a-7163526ab066","-23.155902","-46.722943","A+","1694","João C Santos","2"
"Eunápolis","BA","BR","MarcosCostaRocha@armyspy.com","(73) 7793-4686","1/6/1935","413.011.846-32","13ce1c91-954d-4be5-953b-a70c8ee983f8","-16.31157","-39.614048","A+","1695","Marcos C Rocha","2"
"Volta Redonda","RJ","BR","DaniloRochaRodrigues@gustr.com","(24) 3089-6620","6/29/1936","623.595.634-75","bb18a53d-0a6d-4227-923e-5a506a15838f","-22.575304","-44.133394","B+","1696","Danilo R Rodrigues","2"
"Foz do Iguaçu","PR","BR","VictorGoncalvesDias@superrito.com","(45) 5634-3571","6/25/1952","380.659.477-51","fd96479a-203f-4ef3-8e0e-2712836e2bf3","-25.420605","-54.448061","O-","1697","Victor G Dias","2"
